rank,title,download
7.1,1024分辨率《我的名字叫罕》HD中英双字无水印,ftp://dygod1:dygod1@d035.dygod.org:1121/我的名字叫罕.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]我的名字叫罕HD中英双字.rmvb
7.1,1024分辨率《失控陪审团》BD中英双字无水印,ftp://dygod1:dygod1@d007.dygod.org:3037/失控陪审团.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]失控陪审团BD中英双字.rmvb
7.1,1024分辨率《艾利之书/夺天书》BD中英双字无水印,ftp://dygod2:dygod2@d079.dygod.org:1026/艾利之书.[中英双字.1024分辨率]/[电影天堂www.dygod.org]艾利之书BD中英双字.rmvb
7.1,2010最新《我的名字叫罕》DVD中英双字,ftp://dygod1:dygod1@d079.dygod.org:2007/我的名字叫罕DVD中英双字/[电影天堂www.dy2018.net]我的名字叫罕-cd1.rmvb
7.1,1024分辨率《小双侠真人电影版》BD中字无水印,ftp://dygod1:dygod1@d056.dygod.org:1013/小双侠真人电影版.[中字.1024分辨率]/[电影天堂www.dy2018.net]小双侠真人电影版BD中字.rmvb
7.1,2010最新科幻大片《杀出狂人镇/疯杀禁区》R5中英双字,ftp://dygod1:dygod1@d079.dygod.org:1010/杀出狂人镇/[电影天堂www.dy2018.net]杀出狂人镇.rmvb
7.1,1024分辨率《边缘日记/篮球日记》BD中英双字无水印,ftp://dygod1:dygod1@d006.dygod.org:5003/边缘日记.[中英双字.1024分辨率]/[电影天堂www.dytt8.net]边缘日记BD中英双字.rmvb
7.1,1024分辨率/汤姆?汉克斯《毁灭之路》BD中英双字,ftp://dygod1:dygod1@d035.dygod.org:2007/毁灭之路.[中英双字.1024分辨率]/[电影天堂www.dygod.org]毁灭之路BD中英双字.rmvb
7.1,1024分辨率《我们拥有夜晚/万恶夜总会》BD中英双字无水印,ftp://dygod1:dygod1@d077.dygod.org:3581/我们拥有夜晚.[中英双字.1024分辨率]/[电影天堂www.dyg2018.net]我们拥有夜晚bd中英双字.rmvb
7.1,1024分辨率《爱丽丝》BD中字无水印,ftp://dygod1:dygod1@d005.dygod.org:5019/爱丽丝.[中字.1024分辨率]/[电影天堂www.dy2018.net]爱丽丝BD中字.rmvb
7.1,2010最新恐怖《终极囚禁》DVD中英双字,ftp://dygod1:dygod1@d033.dygod.org:2046/终极囚禁DVD中英双字/[电影天堂www.dy2018.net]终极囚禁DVD中英双字.rmvb
7.1,1024分辨率《K星异客》BD中英双字无水印,ftp://dygod1:dygod1@d077.dygod.org:3574/K星异客.[中英双字.1024分辨率]/[电影天堂www.dyg2018.net]K星异客bd中英双字.rmvb
7.1,1024分辨率《柏林的女人》BD中英双字无水印,ftp://dygod1:dygod1@d005.dygod.org:3002/柏林的女人.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]柏林的女人BD中英双字.rmvb
7.1,1024分辨率《一切为了她》BD中英双字无水印,ftp://dygod1:dygod1@d033.dygod.org:1039/一切为了她.[中英双字.1024分辨率]/[电影天堂www.dygod.org].一切为了她BD中英双字.rmvb
7.1,2010最新梅尔?吉布森大片《黑暗边缘》R5中英双字,ftp://dygod1:dygod1@d050.dygod.org:1309/黑暗边缘/[电影天堂www.dytt8.net]黑暗边缘cd1.rmvb
7.1,1024分辨率《罪恶部队》BD中英双字无水印,ftp://dygod1:dygod1@d001.dygod.org:5091/罪恶部队.[中英双字.1024分辨率]/[电影天堂www.dygod.org]罪恶部队BD中英双字.rmvb
7.1,1024分辨率《告密者/爆料大师》BD中英双字无水印,ftp://dygod1:dygod1@d300.dygod.com:1288/告密者.[中英双字.1024分辨率]/[电影天堂www.dygod.com]告密者BD中英双字.rmvb
7.1,09最新喜剧《告密者/爆料大师》DVD中英双字,ftp://dygod1:dygod1@d300.dygod.com:1287/告密者DVD中英双字/[电影天堂www.dygod.com]告密者cd1.rmvb
7.1,09最新李安执导《制造伍德斯托克音乐节》DVD中英双字,ftp://dygod2:dygod2@d122.dygod.cn:3066/制造伍德斯托克音乐节/[电影天堂www.dygod.com].制造伍德斯托克音乐节.rmvb
7.1,09大片1024分辨率《终结者2018/终结者4》BD中英双字,ftp://dygod1:dygod1@d121.dygod.com:1402/终结者2018.[中英双字.1024分辨率]/[电影天堂www.dygod.com]终结者2018.[中英双字.1024分辨率].rmvb
7.1,09科幻大片《终结者2018/终结者4》DVD中英双字,ftp://dygod1:dygod1@d120.dygod.cn:1509/终结者2018DVD中英双字/[电影天堂www.dygod.com]终结者4-cd1.rmvb
7.1,08剧情新片《最后一周》DVD中英双字,ftp://dygod1:dygod1@d062.dygod.cn:4067/最后一周DVD中英双字/[电影天堂www.dygod.com].最后一周DVD中英双字.rmvb
7.1,1024分辨率《超人归来》BD中英双字,ftp://dygod1:dygod1@d121.dygod.com:1387/超人归来.[中英双字.1024分辨率]/[电影天堂www.dytt8.net].超人归来.[中英双字.1024分辨率].rmvb
7.1,09新片1024分辨率《OSS 117：里约谍影》BD中英双字,ftp://dygod1:dygod1@d121.dygod.com:1382/OSS 117：里约谍影.[中英双字.1024分辨率]/[电影天堂www.dygod.cn].OSS 117：里约谍影.[中英双字.1024分辨率].rmvb
7.1,2012年动画恐怖《阿修罗》720p.BD中字,ftp://dygod1:dygod1@d139.dygod.org:9009/[电影天堂www.dy2018.net].阿修罗.BD.1280x692.中文字幕.rmvb
7.1,1024分辨率《行星巨人/星球绿巨人》BD中英双字无水印,ftp://dygod1:dygod1@d072.dygod.org:2220/星球绿巨人.[中英双字.1024分辨率]/[电影天堂www.dygod.org]星球绿巨人.[中英双字.1024分辨率].rmvb
7,2017年高分喜剧《家族之苦2/麻烦家族2》BD日语中字,ftp://ygdy8:ygdy8@yg72.dydytt.net:7006/[阳光电影www.ygdy8.com].家族之苦2.BD.720p.日语中字.rmvb
7,2016年高分喜剧《家族之苦/麻烦家族》BD日语中字,ftp://ygdy8:ygdy8@yg72.dydytt.net:8083/[阳光电影www.ygdy8.com].家族之苦.BD.720p.日语中字.rmvb
7,2015年冒险动作《大虎》BD中文字幕,ftp://ygdy8:ygdy8@y153.dydytt.net:8168/[阳光电影www.ygdy8.com].大虎.BD.720p.中文字幕.rmvb
7,2015年剧情《欺诈计划/偷来的家》BD中文字幕,ftp://ygdy8:ygdy8@y153.dydytt.net:8059/[阳光电影www.ygdy8.com].欺诈计划.BD.720p.中文字幕.rmvb
7,2013年剧情《再见溪谷》BD中文字幕,ftp://ygdy8:ygdy8@y006.dygod.org:1257/[阳光电影www.ygdy8.com].再见溪谷.BD.720p.中文字幕.rmvb
7,2014年喜剧《热血青春》BD中文字幕,ftp://ygdy8:ygdy8@y201.dygod.org:8008/[阳光电影www.ygdy8.com].热血青春.BD.720p.中文字幕.rmvb
7,2013年剧情《100次哭泣》720p.BD中字,ftp://ygdy8:ygdy8@d201.dygod.org:9138/[阳光电影www.ygdy8.com].100次哭泣.BD.720p.中文字幕.rmvb
7,2012年惊悚恐怖《恶之教典》1024x576.BD中字,ftp://dygod1:dygod1@d023.dydytt.com:8002/[电影天堂www.dy2018.net].恶之教典.BD.1024x576.中文字幕.rmvb
7,汤唯&玄彬纯美爱情《晚秋》1024分辨率.HD中字,ftp://dygod3:dygod3@d311.dygod.org:7037/晚秋.[中字.1024分辨率]/[电影天堂www.dy2018.net]晚秋HD中字.rmvb
7,1024分辨率《下女/女佣/侍女》BD中字无水印,ftp://dygod3:dygod3@d315.dygod.org:2004/下女.[中字.1024分辨率]/[小调网-www.xiaodiao.com]下女BD中字.rmvb
7,1024分辨率《绑架门口狗/同床异梦》HD中字,ftp://dygod1:dygod1@d065.dygod.org:2051/绑架门口狗.[中字.1024分辨率]/[电影天堂www.dy2018.net]绑架门口狗HD中字.rmvb
7,1024分辨率《宇宙战舰大和号》BD中字无水印,ftp://dygod3:dygod3@d090.dygod.org:2008/宇宙战舰大和号.[中字.1024分辨率]/[电影天堂www.dy2018.net]宇宙战舰大和号BD中字.rmvb
7,1024分辨率《客人为王/客人是王》HD中字,ftp://dygod3:dygod3@d505.dygod.org:4007/客人为王.[中字.1024分辨率]/[电影天堂www.dy2018.net]客人为王HD中英双字.rmvb
7,1024分辨率《阿马尔菲：女神的报酬》BD中字无水印,ftp://dygod1:dygod1@d079.dygod.org:2038/阿马尔菲：女神的报酬.[中字.1024分辨率]/[电影天堂www.dy2018.net]阿马尔菲：女神的报酬BD中字.rmvb
7,2010最新/全度妍 李政宰《下女/女佣/侍女》DVD中字,ftp://dygod1:dygod1@d606.dygod.org:3007/下女DVD/[电影天堂www.dy2018.net]下女DVD中字.rmvb
7,1024分辨率《我老婆是大佬3》BD中字无水印,ftp://dygod1:dygod1@d035.dygod.org:1125/我老婆是大佬3.[中字.1024分辨率]/[电影天堂www.dy2018.net]我老婆是大佬3BD中字.rmvb
7,1024分辨率《我的老婆是大佬3》BD中英双字,ftp://dygod1:dygod1@d121.dygod.com:1380/我的老婆是大佬3.[中英双字.1024分辨率]/[电影天堂www.dygod.cn]我的老婆是大佬3BD中英双字.rmvb
7,2016年陈坤白百何剧情《火锅英雄》BD国语中字,ftp://ygdy8:ygdy8@y153.dydytt.net:9133/[阳光电影www.ygdy8.com].火锅英雄.BD.720p.国语中字.rmvb
7,2016年陈坤白百何《火锅英雄》HD国语中字,ftp://ygdy8:ygdy8@y219.dydytt.net:8068/[阳光电影www.ygdy8.com].火锅英雄.HD.720p.国语中字.mkv
7,2015年吴京托尼?贾动作《杀破狼2》BD国粤双语中字,ftp://ygdy8:ygdy8@y201.dygod.org:1413/[阳光电影www.ygdy8.com].杀破狼2.BD.720p.国粤双语中字.mkv
7,许氏三兄弟经典《新半斤八两》BD国粤双语中字,ftp://ygdy8:ygdy8@y201.dygod.org:1286/[阳光电影www.ygdy8.com].新半斤八两.BD.720p.国粤双语中字.mkv
7,2006年徐帆喜剧《鸡犬不宁》HD国语中字,ftp://ygdy8:ygdy8@y201.dygod.org:8094/[阳光电影www.ygdy8.com].鸡犬不宁.HD.1024x576.国语中字.rmvb
7,2014年徐峥莫文蔚惊悚《催眠大师》HD国语中字,ftp://ygdy8:ygdy8@y201.dygod.org:8036/[阳光电影www.ygdy8.com].催眠大师.HD.720p.国语中字.rmvb
7,2014年廖凡桂纶镁悬疑《白日焰火》HD国语中字,ftp://ygdy8:ygdy8@d201.dygod.org:9230/[阳光电影www.ygdy8.com].白日焰火.HD.720p.国语中字.rmvb
7,2013年奇幻冒险《西游降魔篇》720p.BD粤语中字,ftp://dygod1:dygod1@d070.dygod.org:1050/[电影天堂-www.dy2018.net].西游降魔篇.BD.1280x720.粤语中字.rmvb
7,2013年奇幻冒险喜剧《西游降魔篇》720p.HD国语中字,ftp://dygod1:dygod1@d079.dygod.org:9045/[电影天堂-www.dy2018.net].西游降魔篇.HD.1280x720.国语中字.rmvb
7,郭富城/梁家辉2012年动作《寒战》720p.BD国粤双语中字,ftp://dygod1:dygod1@d393.dygod.org:9068/[电影天堂-www.dy2018.net].寒战.720p.BD国粤双语中字.mkv
7,郭富城/梁家辉2012年动作《寒战》720p.HD国语中字,ftp://dygod1:dygod1@d303.dydytt.com:9037/[电影天堂-www.dy2018.net].寒战.720p.HD国语中字.rmvb
7,黄晓明/张歆艺2012年剧情《匹夫》720p.HD国语中字,ftp://dygod1:dygod1@d068.dygod.org:1144/[电影天堂-www.dy2018.net].匹夫.720p.HD国语中字.rmvb
7,2010年汤唯&玄彬纯美爱情《晚秋》720p.BD中字,ftp://dygod1:dygod1@d303.dydytt.com:8036/[电影天堂-www.dy2018.net].晚秋.720p.BD中文字幕.rmvb
7,1024分辨率《窃听风云2》BD国粤双语中字,ftp://dygod1:dygod1@d138.dygod.org:8029/[电影天堂-www.dy2018.net]窃听风云2.1024x576.国粤双语.中文字幕.mkv
7,香港80年代经典名片《省港旗兵》1024x544 BD国粤双语中字,ftp://dygod1:dygod1@d317.dygod.org:7009/[电影天堂-www.dy2018.net]省港旗兵.1024x544.国粤双语.中文字幕.mkv
7,刘青云/古天乐《窃听风云2》1024x546 HD国粤双语中字,ftp://dygod1:dygod1@d138.dygod.org:8027/[电影天堂-www.dy2018.net]窃听风云2.1024x446.HD国粤双语.中文字幕.mkv
7,2011最新刘青云/吴彦祖/古天乐《窃听风云2》DVD中字,ftp://dygod1:dygod1@d090.dygod.org:3015/窃听风云2DVD国语中字/[电影天堂-www.dy2018.net]窃听风云2DVD国语中字-cd1.rmvb
7,李连杰/杨紫琼《太极张三丰》1024x576 国粤双语中字,ftp://dygod1:dygod1@d138.dygod.org:8026/[小调网-www.xiaodiao.com]太极张三丰.1024x546.国粤双语.中文字幕.mkv
7,周润发/巩俐《满城尽带黄金甲》1024x576 国粤双语中字,ftp://dygod3:dygod3@d505.dygod.org:3003/[电影天堂www.dy2018.net]满城尽带黄金甲.1024x576.国粤双语.中文字幕.mkv
7,1024分辨率《观音山》BD国语中字无水印,ftp://dygod1:dygod1@d098.dygod.org:1004/观音山.[国语中字.1024分辨率]/[电影天堂www.dy2018.net]观音山BD国语中字.rmvb
7,陈伟霆/钟欣桐/诗雅《前度》1024x576 国粤双语中字,ftp://dygod1:dygod1@d092.dygod.org:3355/[电影天堂www.dy2018.net]前度.1024x576.国粤双语.中文字幕.mkv
7,1024分辨率《旺角卡门》BD国语中字无水印,ftp://dygod1:dygod1@d007.dygod.org:1115/旺角卡门.[国语中字.1024分辨率]/[电影天堂www.dy2018.net]旺角卡门BD国语中字.rmvb
7,1024分辨率《太极张三丰》BD中字无水印,ftp://dygod1:dygod1@d079.dygod.org:3014/太极张三丰.[国语中字.1024分辨率]/[电影天堂www.dy2018.net]太极张三丰BD国语中字.rmvb
7,1024分辨率《爱情麻辣烫》HD国语无水印,ftp://dygod2:dygod2@d002.dygod.org:5104/爱情麻辣烫.[国语.1024分辨率]/[电影天堂www.dygod.org]爱情麻辣烫HD国语.rmvb
7,1024分辨率《警察故事2》BD国语中字,ftp://dygod1:dygod1@d102.dygod.com:3100/警察故事2.[国语中字.1024分辨率]/[电影天堂www.dygod.com]警察故事2BD国语中字.rmvb
7,2017年剧情喜剧《最后的旗帜》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:8115/[阳光电影www.ygdy8.net]最后的旗帜.BD.720p.中英双字幕.mkv
7,2017年动画《赛车总动员3》英国粤台BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:7073/[阳光电影www.ygdy8.com].赛车总动员3：极速挑战.BD.720p.英国粤台.中英双字幕.mkv
7,2017年悬疑动作《极寒之城》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:8071/[阳光电影www.ygdy8.com].极寒之城.BD.720p.中英双字幕.mkv
7,2017年动画《赛车总动员3：极速挑战》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:3008/[阳光电影www.ygdy8.com].赛车总动员3：极速挑战.BD.720p.中英双字幕.mkv
7,2017年悬疑动作《极寒之城》HD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:6040/[阳光电影www.ygdy8.com].极寒之城.HD.720p.中英双字幕.rmvb
7,2017年动画《赛车总动员3：极速挑战》HD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:7064/[阳光电影www.ygdy8.com].赛车总动员3：极速挑战.HD.720p.中英双字幕.rmvb
7,2017年悬疑动作《极寒之城》HD韩版中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:5006/[阳光电影www.ygdy8.com].极寒之城.HD.720p.韩版中英双字幕.rmvb
7,2017年喜剧《宋飞之前是杰瑞》HD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:7061/[阳光电影www.ygdy8.com].宋飞之前是杰瑞.HD.720p.中英双字幕.mkv
7,2016年伍迪?艾伦执导喜剧《咖啡公社》BD中英双字幕,ftp://ygdy8:ygdy8@y153.dydytt.net:8186/[阳光电影www.ygdy8.com].咖啡公社.BD.720p.中英双字幕.rmvb
7,2016年爱情《爱情与友谊/情人与知己》BD中英双字幕,ftp://ygdy8:ygdy8@y219.dydytt.net:8159/[阳光电影www.ygdy8.com].爱情与友谊.BD.720p.中英双字幕.rmvb
7,2016年惊悚恐怖《霓虹恶魔》BD中英双字幕,ftp://ygdy8:ygdy8@y153.dydytt.net:8179/[阳光电影www.ygdy8.com].霓虹恶魔.BD.720p.中英双字幕.rmvb
7,2016年剧情《关键判决/证供》BD中英双字幕,ftp://ygdy8:ygdy8@y219.dydytt.net:9164/[阳光电影www.ygdy8.com].关键判决.BD.720p.中英双字幕.rmvb
7,2016年科幻动作《验收测试》BD中英双字幕,ftp://ygdy8:ygdy8@y219.dydytt.net:9152/[阳光电影www.ygdy8.com].验收测试.BD.720p.中英双字幕.rmvb
7,2015年剧情《猛于炮火/响亮的秘密》BD中文字幕,ftp://ygdy8:ygdy8@y219.dydytt.net:8117/[阳光电影www.ygdy8.com].猛于炮火.BD.720p.中文字幕.rmvb
7,2016年动作《蝙蝠侠大战超人：正义黎明 导演剪辑版》HD中英双字幕,ftp://ygdy8:ygdy8@y153.dydytt.net:9078/[阳光电影www.ygdy8.com].蝙蝠侠大战超人：正义黎明(导演剪辑版).HD.720p.中英双字幕.rmvb
7,2016年科幻冒险《午夜逃亡》BD中英双字幕,ftp://ygdy8:ygdy8@y153.dydytt.net:8122/[阳光电影www.ygdy8.com].午夜逃亡.BD.720p.中英双字幕.rmvb
7,2015年惊悚《斯坦福监狱实验》BD中英双字幕,ftp://ygdy8:ygdy8@y153.dydytt.net:8107/[阳光电影www.ygdy8.com].斯坦福监狱实验.BD.720p.中英双字幕.rmvb
7,2015年科幻动作《饥饿游戏3：嘲笑鸟(下)》BD中英双字幕,ftp://ygdy8:ygdy8@y219.dydytt.net:9064/[阳光电影www.ygdy8.com].饥饿游戏3：嘲笑鸟(下).BD.720p.中英双字幕.rmvb
7,2015年获奖喜剧《与外婆同行》BD中英双字幕,ftp://ygdy8:ygdy8@y153.dydytt.net:8032/[阳光电影www.ygdy8.com].与外婆同行.BD.720p.中英双字幕.rmvb
7,2014年获奖剧情《大眼睛》BD中英双字幕,ftp://ygdy8:ygdy8@y201.dygod.org:1231/[阳光电影www.ygdy8.com].大眼睛.BD.720p.中英双字幕.rmvb
7,2014年传记剧情《透纳先生》BD中英双字幕,ftp://ygdy8:ygdy8@y201.dygod.org:1213/[阳光电影www.ygdy8.com].透纳先生.BD.720p.中英双字幕.rmvb
7,2014年惊悚悬疑《杀死信使》BD中英双字幕,ftp://ygdy8:ygdy8@y006.dygod.org:1224/[阳光电影www.ygdy8.com].杀死信使.BD.720p.中英双字幕.rmvb
7,2014年科洛?莫瑞兹剧情《如果我留下》BD中英双字幕,ftp://ygdy8:ygdy8@y006.dygod.org:1147/[阳光电影www.ygdy8.com].如果我留下.BD.720p.中英双字幕.rmvb
7,2014年惊悚动作《罪恶之城2》BD中文字幕,ftp://ygdy8:ygdy8@y201.dygod.org:1003/[阳光电影www.ygdy8.com].罪恶之城2.BD.720p.中文字幕.rmvb
7,2014年汤米?李?琼斯西部片《送乡人》BD中英双字幕,ftp://ygdy8:ygdy8@y201.dygod.org:1001/[阳光电影www.ygdy8.com].送乡人.BD.720p.中英双字幕.rmvb
7,2014年动画喜剧《天才眼镜狗》英国粤三语.BD中英双字幕,ftp://ygdy8:ygdy8@y006.dygod.org:1050/[阳光电影www.ygdy8.com].天才眼镜狗.BD.720p.国粤英三语.中英双字幕.mkv
7,2013年悬疑惊悚《宿敌/一个敌人》720p.BD中英双字幕,ftp://ygdy8:ygdy8@y201.dygod.org:9008/[阳光电影www.ygdy8.com].宿敌.BD.720p.中英双字幕.rmvb
7,2013年喜剧《最后的维加斯/老爆伴郎团》BD中英双字幕,ftp://ygdy8:ygdy8@d006.dygod.org:1117/[阳光电影www.ygdy8.com].最后的维加斯.BD.720p.中英双字幕.rmvb
7,2013年动作《金蝉脱壳/逃亡大计》720p.BD中英双字幕,ftp://ygdy8:ygdy8@d201.dygod.org:9125/[阳光电影www.ygdy8.com].金蝉脱壳.BD.720p.中英双字幕.rmvb
7,2013年恐怖《潜伏2/阴儿房2》720p.BD中英双字幕,ftp://ygdy8:ygdy8@d201.dygod.org:9048/[阳光电影www.ygdy8.com].潜伏2.BD.720p.中英双字幕.rmvb
7,2013年科幻动作巨制《金刚狼2》720p.BD中英双字幕,ftp://dygod1:dygod1@d201.dygod.org:9023/[阳光电影www.ygdy8.com].金刚狼2.BD.720p.中英双字幕.rmvb
7,2012年动作《泰国黑帮》720p.BD中字,ftp://dygod1:dygod1@d070.dygod.org:1146/[阳光电影www.ygdy8.com].泰国黑帮.BD.720p.中文字幕.rmvb
7,2012年惊悚《冰人/急冻杀手》720p.BD中英双字幕,ftp://dygod1:dygod1@d079.dygod.org:9135/[阳光电影www.ygdy8.com].冰人.BD.720p.中英双字幕.rmvb
7,2012年获奖剧情《继子》720p.BD中英双字幕,ftp://dygod1:dygod1@d023.dydytt.com:8001/[电影天堂www.dy2018.net].继子.BD.1280x720.中英双字幕.rmvb
7,2013年惊悚动作《匪帮传奇》720p.BD中英双字幕,ftp://dygod1:dygod1@d079.dygod.org:9025/[电影天堂-www.dy2018.net].匪帮传奇.BD.1280x720.中英双字幕.rmvb
7,2012年最新《希区柯克》720p.BD中英双字幕,ftp://dygod1:dygod1@d068.dygod.org:1228/[电影天堂-www.dy2018.net].希区柯克.720p.BD中英双字幕.rmvb
7,2011年获奖传记剧情《一年级生》1024x576.BD中字,ftp://dygod1:dygod1@d068.dygod.org:2018/[电影天堂-www.dy2018.net].一年级生.1024x576.BD中文字幕.rmvb
7,2011最新《冰球坏小子》720p.BD中英双字幕,ftp://dygod3:dygod3@d311.dygod.org:7068/[电影天堂www.dy2018.net]冰球坏小子.720p.BD中英双字幕.rmvb
7,2012最新《藏身之所/灭口布局》720p.BD中英双字幕,ftp://dygod3:dygod3@d311.dygod.org:7065/[电影天堂www.dy2018.net]藏身之所.720p.BD中英双字幕.rmvb
7,2012最新《异星战场》720p.BD中英双字幕,ftp://dygod1:dygod1@d068.dygod.org:1071/[电影天堂-www.dy2018.net]异星战场.720p.BD中英双字幕.rmvb
7,2011最新《追踪再现2/夺命煞星宝莱坞2》720p.BD中英双字幕,ftp://dygod1:dygod1@d303.dygod.org:1027/[电影天堂www.dy2018.net]追踪再现2.720p.BD中英双字幕.rmvb
7,2011最新《歇斯底里/震动性世纪》720p.BD中英双字幕,ftp://dygod3:dygod3@d311.dygod.org:7047/[电影天堂www.dy2018.net]歇斯底里.720p.BD中英双字幕.rmvb
7,2011最新《追踪再现2》DVD中英双字,ftp://dygod1:dygod1@d303.dygod.org:2005/追踪再现2DVD中英双字/[电影天堂www.dy2018.net]追踪再现2DVD中英双字-cd1.rmvb
7,1024分辨率《磨坊与十字架》BD中英双字,ftp://dygod1:dygod1@d068.dygod.org:2010/磨坊与十字架.[中英双字.1024分辨率]/[电影天堂-www.dy2018.net]磨坊与十字架BD中英双字.rmvb
7,2011最新/莱昂纳多《胡佛》720p.BD中英双字,ftp://dygod2:dygod2@d303.dygod.org:1001/[电影天堂www.dy2018.net]胡佛.720p.BD中英双字幕.rmvb
7,2012最新《危险方法》720p.BD中英双字,ftp://dygod3:dygod3@d091.dygod.org:2007/[电影天堂-www.dy2018.net]危险方法.720p.BD中英双字幕.rmvb
7,2010最新《猫的生活》DVD中英双字,ftp://dygod2:dygod2@d091.dygod.org:6003/猫的生活DVD中英双字/[电影天堂-www.dy2018.net]猫的生活DVD中英双字.rmvb
7,1024分辨率《传染病/世纪战疫》BD中英双字,ftp://dygod1:dygod1@d615.dygod.org:1032/传染病.[中英双字.1024分辨率]/[电影天堂-www.dy2018.net]传染病BD中英双字.rmvb
7,2011最新《传染病/世纪战疫》DVD中英双字,ftp://dygod1:dygod1@d615.dygod.org:2017/传染病DVD中英双字/[电影天堂-www.dy2018.net]传染病DVD中英双字.rmvb
7,1024分辨率《追逐星星的孩子》BD中字,ftp://dygod3:dygod3@d317.dygod.org:2012/追逐星星的孩子.[中字.1024分辨率]/[电影天堂-www.dy2018.net]追逐星星的孩子BD中字.rmvb
7,1024分辨率《稀有出口：圣诞传说》BD中英双字,ftp://dygod1:dygod1@d317.dygod.org:1033/稀有出口：圣诞传说.[中英双字.1024分辨率]/[电影天堂-www.dy2018.net]稀有出口：圣诞传说BD中英双字.rmvb
7,1024分辨率《魔鬼的替身/双重恶魔》BD中英双字,ftp://dygod2:dygod2@d091.dygod.org:1010/魔鬼的替身.[中英双字.1024分辨率]/[电影天堂-www.dy2018.net]魔鬼的替身BD中英双字.rmvb
7,1024分辨率《丧亡》BD中英双字,ftp://dygod1:dygod1@d065.dygod.org:1067/丧亡.[中英双字.1024分辨率]/[电影天堂-www.dy2018.net]丧亡BD中英双字.rmvb
7,1024分辨率《海狸/爱在手狸》BD中英双字无水印,ftp://dygod1:dygod1@d065.dygod.org:1059/海狸.[中英双字.1024分辨率]/[小调网-www.xiaodiao.com]海狸BD中英双字.rmvb
7,2011最新梅尔?吉布森/朱迪?福斯特《海狸》DVD中英双字,ftp://dygod1:dygod1@d065.dygod.org:3018/海狸DVD中英双字/[小调网-www.xiaodiao.com]海狸DVD中英双字.rmvb
7,1024分辨率《女同谋/惊杀大阴谋》BD中英双字无水印,ftp://dygod2:dygod2@d315.dygod.org:1003/女同谋.[中英双字.1024分辨率]/[小调网-www.xiaodiao.com]女同谋BD中英双字.rmvb
7,1024分辨率《亨利的罪行》BD中英双字无水印,ftp://dygod1:dygod1@d612.dygod.org:5040/亨利的罪行.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]亨利的罪行BD中英双字.rmvb
7,基努?李维斯2010最新《亨利的罪行》DVD中英双字,ftp://dygod1:dygod1@d612.dygod.org:5039/亨利的罪行DVD中英双字/[电影天堂www.dy2018.net]亨利的罪行DVD中英双字.rmvb
7,1024分辨率《恶之花》BD中字无水印,ftp://dygod3:dygod3@d505.dygod.org:3003/恶之花.[中字.1024分辨率]/[电影天堂www.dy2018.net]恶之花BD中字.rmvb
7,1024分辨率《月色撩人/月满抱佳人》BD中英双字无水印,ftp://dygod1:dygod1@d085.dygod.org:2072/月色撩人.[中英双字.1024分辨率]/[电影天堂www.dytt8.net]月色撩人BD中英双字.rmvb
7,1024分辨率《极速复仇》BD中英双字无水印,ftp://dygod1:dygod1@d082.dygod.org:2059/极速复仇.[中英双字.1024分辨率]/[电影天堂www.dytt8.net]极速复仇BD中英双字.rmvb
7,2010最新《极速复仇》DVD中英双字,ftp://dygod1:dygod1@d082.dygod.org:1076/极速复仇DVD中英双字/[电影天堂www.dy2018.net]极速复仇DVD中英双字.rmvb
7,1024分辨率《预产期/临盆急先疯》BD中英双字无水印,ftp://dygod1:dygod1@d038.dygod.org:1223/预产期.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]预产期BD中英双字.rmvb
7,1024分辨率《在某处/迷失某地》BD中英双字无水印,ftp://dygod1:dygod1@d092.dygod.org:2849/在某处.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]在某处BD中英双字.rmvb
7,1024分辨率《墨西哥往事三部曲》BD中英双字无水印,ftp://dygod1:dygod1@d055.dygod.org:2011/杀手悲歌.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]杀手悲歌BD中英双字.rmvb
7,1024分辨率《怦然心动/冒失》BD中英双字无水印,ftp://dygod1:dygod1@d036.dygod.org:1202/怦然心动.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]怦然心动BD中英双字.rmvb
7,1024分辨率《单身男子俱乐部》BD中英双字无水印,ftp://dygod1:dygod1@d036.dygod.org:2241/单身男子俱乐部.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]单身男子俱乐部BD中英双字.rmvb
